site_name,Date,AAR,ELA_from_AAR_m,Cumulative_Positive_Degree_Days,Cumulative_Snowfall_mwe,Mean_Annual_Air_Temp_Range,Mean_Annual_Precipitation_Max,PA_Ratio,O1Region,O2Region,Area,Zmin,Zmax,Zmed,Slope,Aspect,Hypsometric_Index,Hypsometric_Index_Category,Week,Year
RGI60-01.00037,2017-08-08,0.217741,2036.23,448.7417735631999,0.4283422960897629,40.62669970338386,0.8280730691291506,26.81202686701861,1.0,2.0,234.583,722,3081,1841,12.0,30,-1.4939158684288183,Top heavy,32,2017
RGI60-01.00037,2019-08-08,0.33548963,1936.12,564.7105357396317,0.6788421440866335,40.62669970338386,0.8280730691291506,26.81202686701861,1.0,2.0,234.583,722,3081,1841,12.0,30,-1.4939158684288183,Top heavy,32,2019
RGI60-01.00037,2019-08-08,0.3573948,1918.16,564.7105357396317,0.6788421440866335,40.62669970338386,0.8280730691291506,26.81202686701861,1.0,2.0,234.583,722,3081,1841,12.0,30,-1.4939158684288183,Top heavy,32,2019
RGI60-01.00037,2019-08-08,0.3573948,1918.16,564.7105357396317,0.6788421440866335,40.62669970338386,0.8280730691291506,26.81202686701861,1.0,2.0,234.583,722,3081,1841,12.0,30,-1.4939158684288183,Top heavy,32,2019
RGI60-01.00037,2019-08-08,0.33548963,1936.12,564.7105357396317,0.6788421440866335,40.62669970338386,0.8280730691291506,26.81202686701861,1.0,2.0,234.583,722,3081,1841,12.0,30,-1.4939158684288183,Top heavy,32,2019
RGI60-01.00037,2020-08-07,0.4702817,1838.82,358.264208257312,0.872407147991186,40.62669970338386,0.8280730691291506,26.81202686701861,1.0,2.0,234.583,722,3081,1841,12.0,30,-1.4939158684288183,Top heavy,32,2020
RGI60-01.00037,2020-08-07,0.44684574,1855.56,358.264208257312,0.872407147991186,40.62669970338386,0.8280730691291506,26.81202686701861,1.0,2.0,234.583,722,3081,1841,12.0,30,-1.4939158684288183,Top heavy,32,2020
RGI60-01.00038,2015-08-04,0.36518896,2408.89,339.50511373831296,0.5295708181983458,41.037892810957295,0.7469588898067427,9.623124702776575,1.0,2.0,138.555,851,3857,2088,17.0,28,1.5160547494888306,Very bottom heavy,32,2015
RGI60-01.00038,2019-08-08,0.42279512,2240.78,457.2917127424911,0.6279347136346439,41.037892810957295,0.7469588898067427,9.623124702776575,1.0,2.0,138.555,851,3857,2088,17.0,28,1.5160547494888306,Very bottom heavy,32,2019
RGI60-01.00038,2019-08-08,0.43107924,2214.68,457.2917127424911,0.6279347136346439,41.037892810957295,0.7469588898067427,9.623124702776575,1.0,2.0,138.555,851,3857,2088,17.0,28,1.5160547494888306,Very bottom heavy,32,2019
RGI60-01.00038,2022-08-10,0.8389746,1214.84,356.46713556764774,0.7062479182708272,41.037892810957295,0.7469588898067427,9.623124702776575,1.0,2.0,138.555,851,3857,2088,17.0,28,1.5160547494888306,Very bottom heavy,32,2022
RGI60-01.00038,2022-08-10,0.84485036,1207.09,356.46713556764774,0.7062479182708272,41.037892810957295,0.7469588898067427,9.623124702776575,1.0,2.0,138.555,851,3857,2088,17.0,28,1.5160547494888306,Very bottom heavy,32,2022
RGI60-01.00046,2019-08-08,0.34543648,1815.59,689.097528266727,0.6410100310043948,41.87580025647753,0.8086992684737501,17.149180680468977,1.0,2.0,193.423,844,3472,1613,10.0,213,-1.1025234364536858,Equidimensional,32,2019
RGI60-01.00046,2019-08-08,0.3703411,1775.28,689.097528266727,0.6410100310043948,41.87580025647753,0.8086992684737501,17.149180680468977,1.0,2.0,193.423,844,3472,1613,10.0,213,-1.1025234364536858,Equidimensional,32,2019
RGI60-01.00046,2019-08-11,0.3277194,1837.23,713.9874967337594,0.6480514312756581,41.87580025647753,0.8086992684737501,17.149180680468977,1.0,2.0,193.423,844,3472,1613,10.0,213,-1.1025234364536858,Equidimensional,32,2019
RGI60-01.00046,2019-08-11,0.29859978,1866.78,713.9874967337594,0.6480514312756581,41.87580025647753,0.8086992684737501,17.149180680468977,1.0,2.0,193.423,844,3472,1613,10.0,213,-1.1025234364536858,Equidimensional,32,2019
RGI60-01.00046,2020-08-05,0.44349405,1662.93,461.8777489100308,0.8644876203861876,41.87580025647753,0.8086992684737501,17.149180680468977,1.0,2.0,193.423,844,3472,1613,10.0,213,-1.1025234364536858,Equidimensional,32,2020
RGI60-01.00046,2020-08-05,0.46195582,1630.42,461.8777489100308,0.8644876203861876,41.87580025647753,0.8086992684737501,17.149180680468977,1.0,2.0,193.423,844,3472,1613,10.0,213,-1.1025234364536858,Equidimensional,32,2020
RGI60-01.00046,2022-08-10,0.6466287,1366.830078125,550.2274480280885,0.7904349676258372,41.87580025647753,0.8086992684737501,17.149180680468977,1.0,2.0,193.423,844,3472,1613,10.0,213,-1.1025234364536858,Equidimensional,32,2022
RGI60-01.00046,2022-08-10,0.67714596,1329.2111496226512,550.2274480280885,0.7904349676258372,41.87580025647753,0.8086992684737501,17.149180680468977,1.0,2.0,193.423,844,3472,1613,10.0,213,-1.1025234364536858,Equidimensional,32,2022
RGI60-01.00312,2019-08-08,0.30953816,1840.69,632.7190371386911,0.7057850691693675,41.67170758201695,0.906061886559946,14.427265426817064,1.0,2.0,90.948,1062,2973,1652,11.0,169,2.4278571605682373,Very bottom heavy,32,2019
RGI60-01.00312,2019-08-08,0.23360611,1933.49,632.7190371386911,0.7057850691693675,41.67170758201695,0.906061886559946,14.427265426817064,1.0,2.0,90.948,1062,2973,1652,11.0,169,2.4278571605682373,Very bottom heavy,32,2019
RGI60-01.00312,2020-08-07,0.4704088,1663.07,428.16018477461085,0.9948413812683412,41.67170758201695,0.906061886559946,14.427265426817064,1.0,2.0,90.948,1062,2973,1652,11.0,169,2.4278571605682373,Very bottom heavy,32,2020
RGI60-01.00312,2020-08-07,0.53359914,1579.18,428.16018477461085,0.9948413812683412,41.67170758201695,0.906061886559946,14.427265426817064,1.0,2.0,90.948,1062,2973,1652,11.0,169,2.4278571605682373,Very bottom heavy,32,2020
RGI60-01.00576,2017-08-07,0.14595711,1846.65,623.7259672881198,0.5089341981762074,42.34584163282968,0.8526732109943458,15.210495673331248,1.0,2.0,77.87,824,3117,1543,15.0,16,2.7059121131896973,Very bottom heavy,32,2017
RGI60-01.00576,2019-08-08,0.25911823,1609.55,771.8962866942845,0.7014326957547612,42.34584163282968,0.8526732109943458,15.210495673331248,1.0,2.0,77.87,824,3117,1543,15.0,16,2.7059121131896973,Very bottom heavy,32,2019
RGI60-01.00576,2019-08-08,0.19794732,1691.93,771.8962866942845,0.7014326957547612,42.34584163282968,0.8526732109943458,15.210495673331248,1.0,2.0,77.87,824,3117,1543,15.0,16,2.7059121131896973,Very bottom heavy,32,2019
RGI60-01.00576,2020-08-07,0.31487966,1538.47,591.9852525402976,0.9293629932044648,42.34584163282968,0.8526732109943458,15.210495673331248,1.0,2.0,77.87,824,3117,1543,15.0,16,2.7059121131896973,Very bottom heavy,32,2020
RGI60-01.00576,2020-08-07,0.36177462,1496.25,591.9852525402976,0.9293629932044648,42.34584163282968,0.8526732109943458,15.210495673331248,1.0,2.0,77.87,824,3117,1543,15.0,16,2.7059121131896973,Very bottom heavy,32,2020
RGI60-01.12347,2019-08-06,0.17245409,2495.1155,315.52715836357,1.5383216857047532,34.97031891321194,1.446176255424806,11.67990143648391,1.0,2.0,19.072,872,3340,1695,21.0,262,1.7966090440750122,Very bottom heavy,32,2019
RGI60-01.12347,2019-08-06,0.14499192,2585.7998,315.52715836357,1.5383216857047532,34.97031891321194,1.446176255424806,11.67990143648391,1.0,2.0,19.072,872,3340,1695,21.0,262,1.7966090440750122,Very bottom heavy,32,2019
RGI60-01.12347,2019-08-09,0.23565812,2328.1316,333.51161599261474,1.5391093655983936,34.97031891321194,1.446176255424806,11.67990143648391,1.0,2.0,19.072,872,3340,1695,21.0,262,1.7966090440750122,Very bottom heavy,32,2019
RGI60-01.12347,2019-08-09,0.22953823,2343.5916,333.51161599261474,1.5391093655983936,34.97031891321194,1.446176255424806,11.67990143648391,1.0,2.0,19.072,872,3340,1695,21.0,262,1.7966090440750122,Very bottom heavy,32,2019
RGI60-01.12347,2019-08-11,0.23807895,2321.6865,344.54436129847494,1.5396448477086475,34.97031891321194,1.446176255424806,11.67990143648391,1.0,2.0,19.072,872,3340,1695,21.0,262,1.7966090440750122,Very bottom heavy,32,2019
RGI60-01.12347,2019-08-11,0.23448661,2331.0867,344.54436129847494,1.5396448477086475,34.97031891321194,1.446176255424806,11.67990143648391,1.0,2.0,19.072,872,3340,1695,21.0,262,1.7966090440750122,Very bottom heavy,32,2019
RGI60-01.12347,2020-08-05,0.30934498,2118.7588,157.1297719729002,1.202572683408842,34.97031891321194,1.446176255424806,11.67990143648391,1.0,2.0,19.072,872,3340,1695,21.0,262,1.7966090440750122,Very bottom heavy,32,2020
RGI60-01.12347,2020-08-05,0.31947395,2095.8386,157.1297719729002,1.202572683408842,34.97031891321194,1.446176255424806,11.67990143648391,1.0,2.0,19.072,872,3340,1695,21.0,262,1.7966090440750122,Very bottom heavy,32,2020
RGI60-01.12347,2022-08-10,0.3607353,2005.3542,218.1134299217437,1.1528148946662755,34.97031891321194,1.446176255424806,11.67990143648391,1.0,2.0,19.072,872,3340,1695,21.0,262,1.7966090440750122,Very bottom heavy,32,2022
RGI60-01.12347,2022-08-10,0.39998004,1931.2131,218.1134299217437,1.1528148946662755,34.97031891321194,1.446176255424806,11.67990143648391,1.0,2.0,19.072,872,3340,1695,21.0,262,1.7966090440750122,Very bottom heavy,32,2022
RGI60-01.12355,2019-08-06,0.33706564,2195.047,315.6519242737684,1.6185936056958752,35.65191781345615,1.5237997900701454,10.860907286835443,1.0,2.0,30.643,681,3333,2026,22.0,242,1.1078962087631226,Equidimensional,32,2019
RGI60-01.12355,2019-08-06,0.34696886,2181.2437,315.6519242737684,1.6185936056958752,35.65191781345615,1.5237997900701454,10.860907286835443,1.0,2.0,30.643,681,3333,2026,22.0,242,1.1078962087631226,Equidimensional,32,2019
RGI60-01.12355,2019-08-09,0.42276916,2049.7676,333.6089424760187,1.6197781848244008,35.65191781345615,1.5237997900701454,10.860907286835443,1.0,2.0,30.643,681,3333,2026,22.0,242,1.1078962087631226,Equidimensional,32,2019
RGI60-01.12355,2019-08-09,0.3915753,2104.7095,333.6089424760187,1.6197781848244008,35.65191781345615,1.5237997900701454,10.860907286835443,1.0,2.0,30.643,681,3333,2026,22.0,242,1.1078962087631226,Equidimensional,32,2019
RGI60-01.12355,2019-08-11,0.42533135,2046.097,344.53431331400054,1.6210098026411612,35.65191781345615,1.5237997900701454,10.860907286835443,1.0,2.0,30.643,681,3333,2026,22.0,242,1.1078962087631226,Equidimensional,32,2019
RGI60-01.12355,2019-08-11,0.39368457,2100.768,344.53431331400054,1.6210098026411612,35.65191781345615,1.5237997900701454,10.860907286835443,1.0,2.0,30.643,681,3333,2026,22.0,242,1.1078962087631226,Equidimensional,32,2019
RGI60-01.12355,2020-08-05,0.4992794,1939.9879,156.97474126572914,1.2689881663614733,35.65191781345615,1.5237997900701454,10.860907286835443,1.0,2.0,30.643,681,3333,2026,22.0,242,1.1078962087631226,Equidimensional,32,2020
RGI60-01.12355,2020-08-05,0.52109134,1906.6819,156.97474126572914,1.2689881663614733,35.65191781345615,1.5237997900701454,10.860907286835443,1.0,2.0,30.643,681,3333,2026,22.0,242,1.1078962087631226,Equidimensional,32,2020
RGI60-01.12355,2022-08-10,0.5385344,1878.6945,219.64548796700308,1.2061596429297805,35.65191781345615,1.5237997900701454,10.860907286835443,1.0,2.0,30.643,681,3333,2026,22.0,242,1.1078962087631226,Equidimensional,32,2022
RGI60-01.12355,2022-08-10,0.5334747,1887.0815,219.64548796700308,1.2061596429297805,35.65191781345615,1.5237997900701454,10.860907286835443,1.0,2.0,30.643,681,3333,2026,22.0,242,1.1078962087631226,Equidimensional,32,2022
RGI60-01.12370,2018-08-09,0.51514167,1189.27,485.18746702344896,1.4298928067651029,37.85242485578801,1.4859010403310913,9.937927052314668,1.0,2.0,240.647,183,3463,1286,15.0,72,2.170082092285156,Very bottom heavy,32,2018
RGI60-01.12370,2019-08-06,0.43439054,1352.61,706.5680052964498,1.53554881837728,37.85242485578801,1.4859010403310913,9.937927052314668,1.0,2.0,240.647,183,3463,1286,15.0,72,2.170082092285156,Very bottom heavy,32,2019
RGI60-01.12370,2019-08-06,0.48360917,1255.57,706.5680052964498,1.53554881837728,37.85242485578801,1.4859010403310913,9.937927052314668,1.0,2.0,240.647,183,3463,1286,15.0,72,2.170082092285156,Very bottom heavy,32,2019
RGI60-01.12370,2019-08-09,0.44298598,1337.44,741.4734492464257,1.5403853759477453,37.85242485578801,1.4859010403310913,9.937927052314668,1.0,2.0,240.647,183,3463,1286,15.0,72,2.170082092285156,Very bottom heavy,32,2019
RGI60-01.12370,2019-08-09,0.4678991,1290.75,741.4734492464257,1.5403853759477453,37.85242485578801,1.4859010403310913,9.937927052314668,1.0,2.0,240.647,183,3463,1286,15.0,72,2.170082092285156,Very bottom heavy,32,2019
RGI60-01.12370,2019-08-11,0.4476396,1329.76,763.8489227320584,1.5409599030857897,37.85242485578801,1.4859010403310913,9.937927052314668,1.0,2.0,240.647,183,3463,1286,15.0,72,2.170082092285156,Very bottom heavy,32,2019
RGI60-01.12370,2019-08-11,0.4596346,1308.93,763.8489227320584,1.5409599030857897,37.85242485578801,1.4859010403310913,9.937927052314668,1.0,2.0,240.647,183,3463,1286,15.0,72,2.170082092285156,Very bottom heavy,32,2019
RGI60-01.12370,2020-08-05,0.41033703,1391.87,542.049706785834,1.305953236184498,37.85242485578801,1.4859010403310913,9.937927052314668,1.0,2.0,240.647,183,3463,1286,15.0,72,2.170082092285156,Very bottom heavy,32,2020
RGI60-01.12370,2020-08-05,0.42396113,1370.49,542.049706785834,1.305953236184498,37.85242485578801,1.4859010403310913,9.937927052314668,1.0,2.0,240.647,183,3463,1286,15.0,72,2.170082092285156,Very bottom heavy,32,2020
RGI60-01.12370,2022-08-10,0.40692928,1398.09,635.7436172132262,1.1841130145884855,37.85242485578801,1.4859010403310913,9.937927052314668,1.0,2.0,240.647,183,3463,1286,15.0,72,2.170082092285156,Very bottom heavy,32,2022
RGI60-01.12370,2022-08-10,0.41035762,1391.91,635.7436172132262,1.1841130145884855,37.85242485578801,1.4859010403310913,9.937927052314668,1.0,2.0,240.647,183,3463,1286,15.0,72,2.170082092285156,Very bottom heavy,32,2022
RGI60-01.12425,2018-08-09,0.6020037,1165.9105,443.4788854937488,1.352457958432081,36.87777625040794,1.4104371783064764,11.611081074408023,1.0,2.0,341.521,137,3449,1320,12.0,88,1.8487871885299685,Very bottom heavy,32,2018
RGI60-01.12425,2019-08-06,0.52592707,1266.7704,653.2471568682594,1.5030652307085537,36.87777625040794,1.4104371783064764,11.611081074408023,1.0,2.0,341.521,137,3449,1320,12.0,88,1.8487871885299685,Very bottom heavy,32,2019
RGI60-01.12425,2019-08-09,0.58271474,1192.6768,685.2797959526904,1.5055149395546568,36.87777625040794,1.4104371783064764,11.611081074408023,1.0,2.0,341.521,137,3449,1320,12.0,88,1.8487871885299685,Very bottom heavy,32,2019
RGI60-01.12425,2019-08-11,0.5783523,1199.189,705.7912088423168,1.505782177171211,36.87777625040794,1.4104371783064764,11.611081074408023,1.0,2.0,341.521,137,3449,1320,12.0,88,1.8487871885299685,Very bottom heavy,32,2019
RGI60-01.12425,2020-08-05,0.48511997,1321.3602,496.5566200923967,1.2303354588902402,36.87777625040794,1.4104371783064764,11.611081074408023,1.0,2.0,341.521,137,3449,1320,12.0,88,1.8487871885299685,Very bottom heavy,32,2020
RGI60-01.12425,2022-08-10,0.46946764,1341.8636,587.2852133906339,1.1305532629308537,36.87777625040794,1.4104371783064764,11.611081074408023,1.0,2.0,341.521,137,3449,1320,12.0,88,1.8487871885299685,Very bottom heavy,32,2022
RGI60-01.15719,2017-08-07,0.20592372,2277.0984,244.40433068286887,0.6858512328811517,32.378147906007776,1.127929087509344,6.600051748994031,1.0,2.0,6.401,1315,2799,1928,22.0,218,1.593177318572998,Very bottom heavy,32,2017
RGI60-01.15719,2020-08-04,0.47131333,1920.536,140.11653840993714,1.0075234310482128,32.378147906007776,1.127929087509344,6.600051748994031,1.0,2.0,6.401,1315,2799,1928,22.0,218,1.593177318572998,Very bottom heavy,32,2020
RGI60-01.15719,2020-08-04,0.4787583,1911.0665,140.11653840993714,1.0075234310482128,32.378147906007776,1.127929087509344,6.600051748994031,1.0,2.0,6.401,1315,2799,1928,22.0,218,1.593177318572998,Very bottom heavy,32,2020
RGI60-01.15719,2021-08-15,0.7952522,1547.0284,203.6854912027784,1.0170649986752651,32.378147906007776,1.127929087509344,6.600051748994031,1.0,2.0,6.401,1315,2799,1928,22.0,218,1.593177318572998,Very bottom heavy,32,2021
RGI60-01.15719,2022-08-10,0.8867508,1466.9902,179.95900079647885,1.0125914248835926,32.378147906007776,1.127929087509344,6.600051748994031,1.0,2.0,6.401,1315,2799,1928,22.0,218,1.593177318572998,Very bottom heavy,32,2022
RGI60-01.15769,2017-08-07,0.48180228,2040.7726,169.25251366460847,0.6780193484734705,32.997791392855824,1.0557948714213743,9.746465588409873,1.0,2.0,1028.799,870,4166,2248,9.0,45,2.208752155303955,Very bottom heavy,32,2017
RGI60-01.15769,2021-08-15,0.80522496,1598.2107,179.70201611095095,0.936840225298222,32.997791392855824,1.0557948714213743,9.746465588409873,1.0,2.0,1028.799,870,4166,2248,9.0,45,2.208752155303955,Very bottom heavy,32,2021
RGI60-01.15769,2022-08-10,0.9236462,1169.8267,162.63742004002873,0.9238404429303596,32.997791392855824,1.0557948714213743,9.746465588409873,1.0,2.0,1028.799,870,4166,2248,9.0,45,2.208752155303955,Very bottom heavy,32,2022
RGI60-01.15788,2015-08-08,0.6721345,2184.8013,65.32608078056448,0.4441221695850345,36.18026960696753,0.7834342585700905,9.3713474401548,1.0,2.0,283.251,1064,3218,2379,13.0,11,-1.5551684189469854,Very top heavy,32,2015
RGI60-01.15788,2017-08-07,0.6453083,2214.6038,80.87575598805442,0.5573985444671418,36.18026960696753,0.7834342585700905,9.3713474401548,1.0,2.0,283.251,1064,3218,2379,13.0,11,-1.5551684189469854,Very top heavy,32,2017
RGI60-01.15788,2021-08-15,0.80350685,1777.4738,92.78063853469556,0.7103024629669067,36.18026960696753,0.7834342585700905,9.3713474401548,1.0,2.0,283.251,1064,3218,2379,13.0,11,-1.5551684189469854,Very top heavy,32,2021
RGI60-01.19460,2019-08-06,0.51150423,1537.46,447.2700652926887,1.697632209787948,37.33598043670334,1.643087830174278,17.330650762887146,1.0,2.0,158.24,166,2301,1558,13.0,138,-1.841159486452941,Very top heavy,32,2019
RGI60-01.19460,2019-08-09,0.5398137,1517.63,467.8931454745983,1.6978545260935023,37.33598043670334,1.643087830174278,17.330650762887146,1.0,2.0,158.24,166,2301,1558,13.0,138,-1.841159486452941,Very top heavy,32,2019
RGI60-01.19460,2019-08-09,0.6095814,1456.98,467.8931454745983,1.6978545260935023,37.33598043670334,1.643087830174278,17.330650762887146,1.0,2.0,158.24,166,2301,1558,13.0,138,-1.841159486452941,Very top heavy,32,2019
RGI60-01.19460,2019-08-11,0.5332714,1522.38,479.7800157988882,1.6984124864750447,37.33598043670334,1.643087830174278,17.330650762887146,1.0,2.0,158.24,166,2301,1558,13.0,138,-1.841159486452941,Very top heavy,32,2019
RGI60-01.19460,2019-08-11,0.57769954,1486.89,479.7800157988882,1.6984124864750447,37.33598043670334,1.643087830174278,17.330650762887146,1.0,2.0,158.24,166,2301,1558,13.0,138,-1.841159486452941,Very top heavy,32,2019
RGI60-01.19460,2020-08-05,0.5158322,1534.35,316.0090174893392,1.3286492924276114,37.33598043670334,1.643087830174278,17.330650762887146,1.0,2.0,158.24,166,2301,1558,13.0,138,-1.841159486452941,Very top heavy,32,2020
RGI60-01.19460,2020-08-05,0.46593502,1570.15,316.0090174893392,1.3286492924276114,37.33598043670334,1.643087830174278,17.330650762887146,1.0,2.0,158.24,166,2301,1558,13.0,138,-1.841159486452941,Very top heavy,32,2020
RGI60-01.19460,2022-08-10,0.48504108,1556.62,374.42928660009454,1.3367809320391493,37.33598043670334,1.643087830174278,17.330650762887146,1.0,2.0,158.24,166,2301,1558,13.0,138,-1.841159486452941,Very top heavy,32,2022
RGI60-01.19460,2022-08-10,0.52962786,1525.02,374.42928660009454,1.3367809320391493,37.33598043670334,1.643087830174278,17.330650762887146,1.0,2.0,158.24,166,2301,1558,13.0,138,-1.841159486452941,Very top heavy,32,2022
RGI60-01.19592,2018-08-09,0.4296515,1123.42,523.764712125205,1.7379807884365484,41.4028551930068,1.801570754562044,7.2032623128778095,1.0,2.0,17.956,493,2725,1190,16.0,329,1.639817714691162,Very bottom heavy,32,2018
RGI60-01.19592,2019-08-09,0.25288683,1261.78,837.7029012486157,1.8025046209417648,41.4028551930068,1.801570754562044,7.2032623128778095,1.0,2.0,17.956,493,2725,1190,16.0,329,1.639817714691162,Very bottom heavy,32,2019
RGI60-01.19592,2019-08-11,0.22782023,1286.9,863.3036841419603,1.8032552975315423,41.4028551930068,1.801570754562044,7.2032623128778095,1.0,2.0,17.956,493,2725,1190,16.0,329,1.639817714691162,Very bottom heavy,32,2019
RGI60-01.19592,2019-08-11,0.3009695,1213.88,863.3036841419603,1.8032552975315423,41.4028551930068,1.801570754562044,7.2032623128778095,1.0,2.0,17.956,493,2725,1190,16.0,329,1.639817714691162,Very bottom heavy,32,2019
RGI60-01.19592,2021-08-13,0.32656732,1193.38,631.7582359884377,1.6591864323384846,41.4028551930068,1.801570754562044,7.2032623128778095,1.0,2.0,17.956,493,2725,1190,16.0,329,1.639817714691162,Very bottom heavy,32,2021
RGI60-01.19592,2021-08-13,0.38548592,1154.82,631.7582359884377,1.6591864323384846,41.4028551930068,1.801570754562044,7.2032623128778095,1.0,2.0,17.956,493,2725,1190,16.0,329,1.639817714691162,Very bottom heavy,32,2021
RGI60-01.19592,2022-08-10,0.034294143,1955.25,712.6526268357235,1.4865556841795813,41.4028551930068,1.801570754562044,7.2032623128778095,1.0,2.0,17.956,493,2725,1190,16.0,329,1.639817714691162,Very bottom heavy,32,2022
RGI60-01.19592,2022-08-10,0.0200552,2118.23,712.6526268357235,1.4865556841795813,41.4028551930068,1.801570754562044,7.2032623128778095,1.0,2.0,17.956,493,2725,1190,16.0,329,1.639817714691162,Very bottom heavy,32,2022
RGI60-01.19599,2018-08-09,0.11126842,1466.2,809.5790322232568,1.7367984420877574,40.88902676708998,1.790462907957262,7.305570098895271,1.0,2.0,12.565,273,2661,521,14.0,8,8.94229507446289,Very bottom heavy,32,2018
RGI60-01.19599,2019-08-09,0.11826293,1441.22,1146.6222741819768,1.802226448147684,40.88902676708998,1.790462907957262,7.305570098895271,1.0,2.0,12.565,273,2661,521,14.0,8,8.94229507446289,Very bottom heavy,32,2019
RGI60-01.19599,2019-08-09,0.2761291,988.12,1146.6222741819768,1.802226448147684,40.88902676708998,1.790462907957262,7.305570098895271,1.0,2.0,12.565,273,2661,521,14.0,8,8.94229507446289,Very bottom heavy,32,2019
RGI60-01.19599,2019-08-11,0.17918351,1273.88,1178.2057396905948,1.8029704072961448,40.88902676708998,1.790462907957262,7.305570098895271,1.0,2.0,12.565,273,2661,521,14.0,8,8.94229507446289,Very bottom heavy,32,2019
