snowline_elevs_median_m,AAR,Cumulative_Positive_Degree_Days,Area,Zmin,Zmax,Zmed,Slope,Aspect
,0.9598668,1048.687953181626,16.749,426,1636,1267,11.0,188
952.0,0.7661634,1321.9518028265522,16.749,426,1636,1267,11.0,188
817.5,0.67693454,1321.9518028265522,16.749,426,1636,1267,11.0,188
949.0,0.7256824,1321.9518028265522,16.749,426,1636,1267,11.0,188
1168.0,0.6710231,482.1462831401887,16.749,426,1636,1267,11.0,188
1161.0,0.6761713,482.1462831401887,16.749,426,1636,1267,11.0,188
1173.0,0.5487505,482.1462831401887,16.749,426,1636,1267,11.0,188
749.0,0.9544862,145.77549085323355,16.749,426,1636,1267,11.0,188
949.0,0.8552647,1135.5046445970354,16.749,426,1636,1267,11.0,188
958.0,0.8942859,1135.5046445970354,16.749,426,1636,1267,11.0,188
1068.0,0.6671076,1135.5046445970354,16.749,426,1636,1267,11.0,188
1268.0,0.51343864,781.0572194943259,16.749,426,1636,1267,11.0,188
1201.0,0.6631311,781.0572194943259,16.749,426,1636,1267,11.0,188
1204.0,0.64841664,781.0572194943259,16.749,426,1636,1267,11.0,188
1256.5,0.57448417,781.0572194943259,16.749,426,1636,1267,11.0,188
1162.0,0.6325824,718.0262518063566,16.749,426,1636,1267,11.0,188
1185.0,0.6214111,718.0262518063566,16.749,426,1636,1267,11.0,188
1205.0,0.9956429,337.7060778111437,16.749,426,1636,1267,11.0,188
1205.0,0.9920806,337.7060778111437,16.749,426,1636,1267,11.0,188
1261.0,0.99382275,49.30918881773975,16.749,426,1636,1267,11.0,188
663.5,0.98655117,186.1581673112454,16.749,426,1636,1267,11.0,188
763.0,0.96666193,186.1581673112454,16.749,426,1636,1267,11.0,188
603.0,0.9911536,186.1581673112454,16.749,426,1636,1267,11.0,188
883.5,0.94816947,186.1581673112454,16.749,426,1636,1267,11.0,188
1264.0,0.80108356,934.8734849418628,16.749,426,1636,1267,11.0,188
1105.0,0.73552656,934.8734849418628,16.749,426,1636,1267,11.0,188
474.0,0.985644,1032.8999963694584,16.749,426,1636,1267,11.0,188
474.0,0.9990057,1032.8999963694584,16.749,426,1636,1267,11.0,188
474.0,0.9989249,1032.8999963694584,16.749,426,1636,1267,11.0,188
1060.0,0.6924921,288.2138896058228,16.749,426,1636,1267,11.0,188
472.0,0.73278344,658.7332034822616,16.749,426,1636,1267,11.0,188
1020.0,0.8057124,658.7332034822616,16.749,426,1636,1267,11.0,188
1066.0,0.7384837,658.7332034822616,16.749,426,1636,1267,11.0,188
973.0,0.89374036,268.1931433419146,16.749,426,1636,1267,11.0,188
1002.0,0.7754626,268.1931433419146,16.749,426,1636,1267,11.0,188
677.0,0.20602617,465.6989051335089,16.749,426,1636,1267,11.0,188
1002.0,0.8463694,465.6989051335089,16.749,426,1636,1267,11.0,188
474.0,0.9371091,20.889136259503758,16.749,426,1636,1267,11.0,188
474.0,0.9321554,20.889136259503758,16.749,426,1636,1267,11.0,188
492.0,0.79268694,20.889136259503758,16.749,426,1636,1267,11.0,188
774.0,0.9633911,283.6063090924906,16.749,426,1636,1267,11.0,188
1172.0,0.8057302,474.1141850616239,16.749,426,1636,1267,11.0,188
1177.0,0.76402473,474.1141850616239,16.749,426,1636,1267,11.0,188
1165.0,0.86301154,474.1141850616239,16.749,426,1636,1267,11.0,188
1193.0,0.8669467,474.1141850616239,16.749,426,1636,1267,11.0,188
581.0,0.9916126,1088.5254220504055,16.749,426,1636,1267,11.0,188
474.0,0.9850469,1088.5254220504055,16.749,426,1636,1267,11.0,188
1180.0,0.98146695,338.81008325930264,16.749,426,1636,1267,11.0,188
472.0,0.9344012,338.81008325930264,16.749,426,1636,1267,11.0,188
1084.0,0.9361826,413.530996971237,16.749,426,1636,1267,11.0,188
1188.0,0.9963692,413.530996971237,16.749,426,1636,1267,11.0,188
1270.0,0.49402896,856.0857992180196,16.749,426,1636,1267,11.0,188
1197.0,0.6680518,856.0857992180196,16.749,426,1636,1267,11.0,188
1167.0,0.6611346,856.0857992180196,16.749,426,1636,1267,11.0,188
1257.0,0.5677853,856.0857992180196,16.749,426,1636,1267,11.0,188
1194.0,0.6087236,856.0857992180196,16.749,426,1636,1267,11.0,188
952.5,0.9362807,246.53970963918616,16.749,426,1636,1267,11.0,188
954.0,0.9325285,246.53970963918616,16.749,426,1636,1267,11.0,188
970.0,0.9166362,246.53970963918616,16.749,426,1636,1267,11.0,188
953.0,0.9343463,246.53970963918616,16.749,426,1636,1267,11.0,188
526.0,0.9595579,1032.8999963694584,16.749,426,1636,1267,11.0,188
480.0,0.9988223,1032.8999963694584,16.749,426,1636,1267,11.0,188
704.0,0.97847307,95.61830378937296,16.749,426,1636,1267,11.0,188
736.0,0.95896477,95.61830378937296,16.749,426,1636,1267,11.0,188
700.0,0.9792587,95.61830378937296,16.749,426,1636,1267,11.0,188
883.0,0.9294682,95.61830378937296,16.749,426,1636,1267,11.0,188
1182.0,0.88378096,204.0468939491201,16.749,426,1636,1267,11.0,188
1159.0,0.9873079,204.0468939491201,16.749,426,1636,1267,11.0,188
1172.0,0.9716367,204.0468939491201,16.749,426,1636,1267,11.0,188
1576.0,0.96264565,7.062958943196218,16.749,426,1636,1267,11.0,188
1230.0,0.41919488,526.113627088245,16.749,426,1636,1267,11.0,188
1199.0,0.6253669,526.113627088245,16.749,426,1636,1267,11.0,188
474.0,0.9987594,1032.8999963694584,16.749,426,1636,1267,11.0,188
503.0,0.9552757,1032.8999963694584,16.749,426,1636,1267,11.0,188
474.0,0.97967416,1032.8999963694584,16.749,426,1636,1267,11.0,188
474.0,0.9990712,1032.8999963694584,16.749,426,1636,1267,11.0,188
1270.0,0.5059354,791.8208336914415,16.749,426,1636,1267,11.0,188
1254.0,0.5500225,791.8208336914415,16.749,426,1636,1267,11.0,188
474.0,1.0,942.130659759928,16.749,426,1636,1267,11.0,188
474.0,1.0,942.130659759928,16.749,426,1636,1267,11.0,188
472.0,0.5854604,777.3536791047836,16.749,426,1636,1267,11.0,188
814.0,0.98944366,1032.8999963694584,16.749,426,1636,1267,11.0,188
932.0,0.93467444,1032.8999963694584,16.749,426,1636,1267,11.0,188
761.0,0.93906623,1032.8999963694584,16.749,426,1636,1267,11.0,188
,0.99978286,1032.8999963694584,16.749,426,1636,1267,11.0,188
801.0,0.9861672,1032.8999963694584,16.749,426,1636,1267,11.0,188
1633.0,0.8210869,862.7139732479495,16.749,426,1636,1267,11.0,188
1297.0,0.41794398,862.7139732479495,16.749,426,1636,1267,11.0,188
1063.0,0.7395901,441.817897063334,16.749,426,1636,1267,11.0,188
1046.0,0.79367775,441.817897063334,16.749,426,1636,1267,11.0,188
1113.0,0.6965997,441.817897063334,16.749,426,1636,1267,11.0,188
1056.0,0.7427068,441.817897063334,16.749,426,1636,1267,11.0,188
1066.0,0.71117955,441.817897063334,16.749,426,1636,1267,11.0,188
1281.0,0.770736,698.8851106847511,16.749,426,1636,1267,11.0,188
1274.0,0.7872549,698.8851106847511,16.749,426,1636,1267,11.0,188
1460.0,0.9986291,698.8851106847511,16.749,426,1636,1267,11.0,188
1286.0,0.6989342,698.8851106847511,16.749,426,1636,1267,11.0,188
1057.0,0.744276,428.8343276380394,16.749,426,1636,1267,11.0,188
801.0,0.93619037,137.65578708792424,16.749,426,1636,1267,11.0,188
1289.0,0.86661136,137.65578708792424,16.749,426,1636,1267,11.0,188
1064.0,0.8541887,137.65578708792424,16.749,426,1636,1267,11.0,188
1158.0,0.7482859,137.65578708792424,16.749,426,1636,1267,11.0,188
499.0,0.8193524,137.65578708792424,16.749,426,1636,1267,11.0,188
474.0,0.99985075,3.2440677316490665,16.749,426,1636,1267,11.0,188
474.0,1.0,3.2440677316490665,16.749,426,1636,1267,11.0,188
474.0,0.9999935,3.2440677316490665,16.749,426,1636,1267,11.0,188
498.5,0.9984877,3.1606808237878736,16.749,426,1636,1267,11.0,188
526.0,0.99193984,3.1606808237878736,16.749,426,1636,1267,11.0,188
522.0,0.9976068,3.1606808237878736,16.749,426,1636,1267,11.0,188
498.5,0.99817616,3.1606808237878736,16.749,426,1636,1267,11.0,188
474.0,1.0,423.5721409017798,16.749,426,1636,1267,11.0,188
1187.0,0.992219,423.5721409017798,16.749,426,1636,1267,11.0,188
1055.0,0.9255454,423.5721409017798,16.749,426,1636,1267,11.0,188
474.0,1.0,423.5721409017798,16.749,426,1636,1267,11.0,188
990.0,0.8874873,423.5721409017798,16.749,426,1636,1267,11.0,188
543.5,0.9418179,1032.8999963694584,16.749,426,1636,1267,11.0,188
474.0,0.99805474,1032.8999963694584,16.749,426,1636,1267,11.0,188
526.0,0.9412076,1032.8999963694584,16.749,426,1636,1267,11.0,188
474.0,0.9974947,1032.8999963694584,16.749,426,1636,1267,11.0,188
533.5,0.95298314,1032.8999963694584,16.749,426,1636,1267,11.0,188
979.0,0.84655994,876.5222343290347,16.749,426,1636,1267,11.0,188
1216.0,0.5615677,876.5222343290347,16.749,426,1636,1267,11.0,188
999.0,0.6304939,876.5222343290347,16.749,426,1636,1267,11.0,188
1074.0,0.7188662,876.5222343290347,16.749,426,1636,1267,11.0,188
970.0,0.8791197,876.5222343290347,16.749,426,1636,1267,11.0,188
474.0,1.0,0.0,16.749,426,1636,1267,11.0,188
474.0,0.9999935,0.0,16.749,426,1636,1267,11.0,188
975.0,0.92496914,853.7943729250079,16.749,426,1636,1267,11.0,188
474.0,0.99699664,1321.9518028265522,16.749,426,1636,1267,11.0,188
474.0,0.9241496,1321.9518028265522,16.749,426,1636,1267,11.0,188
474.0,0.9963594,1321.9518028265522,16.749,426,1636,1267,11.0,188
474.0,0.99790984,1140.879548195713,16.749,426,1636,1267,11.0,188
474.0,0.997679,1140.879548195713,16.749,426,1636,1267,11.0,188
474.0,0.96046484,1321.9518028265522,16.749,426,1636,1267,11.0,188
474.0,0.9977282,1321.9518028265522,16.749,426,1636,1267,11.0,188
472.0,0.9323714,1321.9518028265522,16.749,426,1636,1267,11.0,188
474.0,0.99835134,1321.9518028265522,16.749,426,1636,1267,11.0,188
501.0,0.93267506,1032.8999963694584,16.749,426,1636,1267,11.0,188
513.0,0.93744123,1032.8999963694584,16.749,426,1636,1267,11.0,188
527.5,0.9432703,1032.8999963694584,16.749,426,1636,1267,11.0,188
480.0,1.0,1032.8999963694584,16.749,426,1636,1267,11.0,188
1186.0,0.5400755,1290.3447443077616,16.749,426,1636,1267,11.0,188
1250.0,0.5604372,804.7769946244717,16.749,426,1636,1267,11.0,188
1269.0,0.4451494,804.7769946244717,16.749,426,1636,1267,11.0,188
1201.0,0.62712467,766.6801020607923,16.749,426,1636,1267,11.0,188
1183.0,0.658095,766.6801020607923,16.749,426,1636,1267,11.0,188
1258.0,0.5574124,766.6801020607923,16.749,426,1636,1267,11.0,188
1183.0,0.64432806,766.6801020607923,16.749,426,1636,1267,11.0,188
1167.5,0.65122765,766.6801020607923,16.749,426,1636,1267,11.0,188
739.0,0.96690404,215.0917478687348,16.749,426,1636,1267,11.0,188
472.0,0.97048026,215.0917478687348,16.749,426,1636,1267,11.0,188
1223.0,0.5877194,1104.8131030330103,16.749,426,1636,1267,11.0,188
1232.0,0.588172,1104.8131030330103,16.749,426,1636,1267,11.0,188
1070.0,0.6688573,929.2273180661986,16.749,426,1636,1267,11.0,188
910.0,0.8453201,770.7350481958683,16.749,426,1636,1267,11.0,188
964.0,0.9159476,187.447996311006,16.749,426,1636,1267,11.0,188
917.0,0.9449225,187.447996311006,16.749,426,1636,1267,11.0,188
917.0,0.9229851,187.447996311006,16.749,426,1636,1267,11.0,188
498.0,0.6400887,821.9515682439284,16.749,426,1636,1267,11.0,188
1204.0,0.628507,821.9515682439284,16.749,426,1636,1267,11.0,188
1219.0,0.62570494,821.9515682439284,16.749,426,1636,1267,11.0,188
1213.0,0.6166899,821.9515682439284,16.749,426,1636,1267,11.0,188
831.5,0.9503372,273.67905484263446,16.749,426,1636,1267,11.0,188
773.0,0.9653349,273.67905484263446,16.749,426,1636,1267,11.0,188
472.0,0.89567304,273.67905484263446,16.749,426,1636,1267,11.0,188
758.0,0.9670629,273.67905484263446,16.749,426,1636,1267,11.0,188
1576.0,0.8907392,273.67905484263446,16.749,426,1636,1267,11.0,188
960.0,0.92657286,250.2272014350669,16.749,426,1636,1267,11.0,188
977.0,0.9131719,250.2272014350669,16.749,426,1636,1267,11.0,188
957.0,0.9282782,250.2272014350669,16.749,426,1636,1267,11.0,188
982.0,0.43662596,250.2272014350669,16.749,426,1636,1267,11.0,188
652.0,0.96178186,44.90093738209131,16.749,426,1636,1267,11.0,188
986.0,0.88510877,277.4255468930432,16.749,426,1636,1267,11.0,188
966.0,0.9112865,277.4255468930432,16.749,426,1636,1267,11.0,188
985.0,0.87896353,277.4255468930432,16.749,426,1636,1267,11.0,188
966.0,0.9101354,277.4255468930432,16.749,426,1636,1267,11.0,188
994.0,0.85381794,277.4255468930432,16.749,426,1636,1267,11.0,188
474.0,0.95445997,1001.4987400164648,16.749,426,1636,1267,11.0,188
474.0,0.8882896,1001.4987400164648,16.749,426,1636,1267,11.0,188
,0.13935407,901.107100100153,16.749,426,1636,1267,11.0,188
541.0,0.9901401,1085.7590128688694,16.749,426,1636,1267,11.0,188
862.0,0.9331977,1085.7590128688694,16.749,426,1636,1267,11.0,188
603.0,0.9173841,881.9411959481545,16.749,426,1636,1267,11.0,188
548.0,0.9560328,881.9411959481545,16.749,426,1636,1267,11.0,188
1037.0,0.7711478,505.5473173672128,16.749,426,1636,1267,11.0,188
1035.0,0.8153846,505.5473173672128,16.749,426,1636,1267,11.0,188
1032.0,0.8219041,505.5473173672128,16.749,426,1636,1267,11.0,188
474.0,1.0,0.0,16.749,426,1636,1267,11.0,188
474.0,0.99874187,0.0,16.749,426,1636,1267,11.0,188
474.0,0.99999243,0.0,16.749,426,1636,1267,11.0,188
474.0,0.99982953,17.414884624858885,16.749,426,1636,1267,11.0,188
474.0,0.99985075,17.414884624858885,16.749,426,1636,1267,11.0,188
480.0,1.0,3.2440677316490665,16.749,426,1636,1267,11.0,188
474.0,0.99921477,21.13262301245148,16.749,426,1636,1267,11.0,188
474.0,0.9964566,21.13262301245148,16.749,426,1636,1267,11.0,188
472.0,0.9362721,21.13262301245148,16.749,426,1636,1267,11.0,188
474.0,0.99938995,21.13262301245148,16.749,426,1636,1267,11.0,188
1201.0,0.6046348,856.6729906736484,16.749,426,1636,1267,11.0,188
1316.0,0.69206995,856.6729906736484,16.749,426,1636,1267,11.0,188
1250.0,0.52326757,856.6729906736484,16.749,426,1636,1267,11.0,188
927.0,0.916368,221.08406308251625,16.749,426,1636,1267,11.0,188
950.0,0.8702955,221.08406308251625,16.749,426,1636,1267,11.0,188
900.0,0.8906348,221.08406308251625,16.749,426,1636,1267,11.0,188
973.0,0.7418526,221.08406308251625,16.749,426,1636,1267,11.0,188
1205.0,0.584613,749.344622903139,16.749,426,1636,1267,11.0,188
1149.0,0.67007023,749.344622903139,16.749,426,1636,1267,11.0,188
1239.0,0.91913664,749.344622903139,16.749,426,1636,1267,11.0,188
1157.0,0.5386281,749.344622903139,16.749,426,1636,1267,11.0,188
472.0,0.69599444,724.3315773693483,16.749,426,1636,1267,11.0,188
1228.0,0.42212337,551.4800694264753,16.749,426,1636,1267,11.0,188
499.0,0.7405976,11.79904858485392,16.749,426,1636,1267,11.0,188
,1.0,2.949885100048905,16.749,426,1636,1267,11.0,188
,1.0,2.949885100048905,16.749,426,1636,1267,11.0,188
,1.0,2.949885100048905,16.749,426,1636,1267,11.0,188
472.0,0.89754117,941.3954788271571,16.749,426,1636,1267,11.0,188
635.0,0.9664315,72.00121322370579,16.749,426,1636,1267,11.0,188
685.0,0.9780362,72.00121322370579,16.749,426,1636,1267,11.0,188
687.0,0.97728306,72.00121322370579,16.749,426,1636,1267,11.0,188
729.0,0.9483127,72.00121322370579,16.749,426,1636,1267,11.0,188
492.0,0.96214277,30.31949095766863,16.749,426,1636,1267,11.0,188
1607.0,0.9006195,709.3007996444879,16.749,426,1636,1267,11.0,188
1208.0,0.43912998,709.3007996444879,16.749,426,1636,1267,11.0,188
1251.0,0.58014977,709.3007996444879,16.749,426,1636,1267,11.0,188
1204.0,0.49869764,709.3007996444879,16.749,426,1636,1267,11.0,188
1110.0,0.60364115,709.3007996444879,16.749,426,1636,1267,11.0,188
525.0,0.9881761,66.4541000379499,16.749,426,1636,1267,11.0,188
472.0,0.8656392,66.4541000379499,16.749,426,1636,1267,11.0,188
515.0,0.9928499,66.4541000379499,16.749,426,1636,1267,11.0,188
510.0,0.99356514,66.4541000379499,16.749,426,1636,1267,11.0,188
499.0,0.82969004,671.8278208563352,16.749,426,1636,1267,11.0,188
634.0,0.93626034,47.22960343750068,16.749,426,1636,1267,11.0,188
1065.0,0.9963627,47.22960343750068,16.749,426,1636,1267,11.0,188
1146.0,0.92624426,156.50958948950776,16.749,426,1636,1267,11.0,188
1152.0,0.90130657,156.50958948950776,16.749,426,1636,1267,11.0,188
1092.0,0.70732147,881.9411959481545,16.749,426,1636,1267,11.0,188
474.0,0.9991688,881.9411959481545,16.749,426,1636,1267,11.0,188
480.0,0.9997082,881.9411959481545,16.749,426,1636,1267,11.0,188
474.0,0.99858385,881.9411959481545,16.749,426,1636,1267,11.0,188
497.0,0.95530516,881.9411959481545,16.749,426,1636,1267,11.0,188
474.0,0.9991493,881.9411959481545,16.749,426,1636,1267,11.0,188
1108.0,0.6859959,765.7260460437936,16.749,426,1636,1267,11.0,188
1591.0,0.8731849,881.9411959481545,16.749,426,1636,1267,11.0,188
474.0,0.8661496,1032.8999963694584,16.749,426,1636,1267,11.0,188
474.0,0.9999892,1032.8999963694584,16.749,426,1636,1267,11.0,188
474.0,1.0,1032.8999963694584,16.749,426,1636,1267,11.0,188
501.0,0.9972452,1032.8999963694584,16.749,426,1636,1267,11.0,188
480.0,0.99964976,12.862635003602538,16.749,426,1636,1267,11.0,188
474.0,0.9995717,12.862635003602538,16.749,426,1636,1267,11.0,188
474.0,0.99807256,12.862635003602538,16.749,426,1636,1267,11.0,188
492.0,0.9867732,12.862635003602538,16.749,426,1636,1267,11.0,188
1053.0,0.70144624,400.5905146866559,16.749,426,1636,1267,11.0,188
1053.0,0.79896533,400.5905146866559,16.749,426,1636,1267,11.0,188
1054.0,0.7782649,400.5905146866559,16.749,426,1636,1267,11.0,188
1049.0,0.9383765,400.5905146866559,16.749,426,1636,1267,11.0,188
1053.0,0.79536754,400.5905146866559,16.749,426,1636,1267,11.0,188
490.0,0.9178673,1321.9518028265522,16.749,426,1636,1267,11.0,188
1031.0,0.80878013,275.7343741028443,16.749,426,1636,1267,11.0,188
474.0,0.9973496,86.45294426115132,16.749,426,1636,1267,11.0,188
580.0,0.9803449,86.45294426115132,16.749,426,1636,1267,11.0,188
527.0,0.98979604,86.45294426115132,16.749,426,1636,1267,11.0,188
545.0,0.9903689,23.28316511205617,16.749,426,1636,1267,11.0,188
977.0,0.986628,261.1963873011097,16.749,426,1636,1267,11.0,188
480.0,0.9991518,1140.879548195713,16.749,426,1636,1267,11.0,188
587.0,0.84182113,1140.879548195713,16.749,426,1636,1267,11.0,188
1238.0,0.49656674,734.2591062586448,16.749,426,1636,1267,11.0,188
1209.0,0.58984,734.2591062586448,16.749,426,1636,1267,11.0,188
1153.0,0.68139505,785.407407870064,16.749,426,1636,1267,11.0,188
1213.0,0.5662877,785.407407870064,16.749,426,1636,1267,11.0,188
881.0,0.9186951,785.407407870064,16.749,426,1636,1267,11.0,188
1516.0,0.7713831,457.2458017470094,16.749,426,1636,1267,11.0,188
974.0,0.9634011,186.7121031783601,16.749,426,1636,1267,11.0,188
1080.0,0.6070838,186.7121031783601,16.749,426,1636,1267,11.0,188
981.0,0.7761574,948.7365891386456,16.749,426,1636,1267,11.0,188
1265.0,0.58412886,948.7365891386456,16.749,426,1636,1267,11.0,188
1292.0,0.46862966,948.7365891386456,16.749,426,1636,1267,11.0,188
979.0,0.8012578,948.7365891386456,16.749,426,1636,1267,11.0,188
1303.0,0.5123886,1264.8088189111115,16.749,426,1636,1267,11.0,188
1314.0,0.5080479,1264.8088189111115,16.749,426,1636,1267,11.0,188
1219.5,0.94723964,1264.8088189111115,16.749,426,1636,1267,11.0,188
1254.0,0.802726,1264.8088189111115,16.749,426,1636,1267,11.0,188
979.0,0.8501825,853.7943729250079,16.749,426,1636,1267,11.0,188
929.0,0.65154994,29.93414578041542,16.749,426,1636,1267,11.0,188
1202.0,0.91963094,558.751309431159,16.749,426,1636,1267,11.0,188
1208.0,0.5707531,558.751309431159,16.749,426,1636,1267,11.0,188
1284.5,0.82859886,558.751309431159,16.749,426,1636,1267,11.0,188
1231.0,0.93134624,558.751309431159,16.749,426,1636,1267,11.0,188
992.0,0.8817115,399.1854179684897,16.749,426,1636,1267,11.0,188
995.0,0.8512099,399.1854179684897,16.749,426,1636,1267,11.0,188
497.5,0.89922154,399.1854179684897,16.749,426,1636,1267,11.0,188
995.0,0.88143694,399.1854179684897,16.749,426,1636,1267,11.0,188
722.0,0.9446526,0.6245458076249786,16.749,426,1636,1267,11.0,188
991.0,0.78461725,0.6245458076249786,16.749,426,1636,1267,11.0,188
1016.0,0.7846197,386.6323736080878,16.749,426,1636,1267,11.0,188
1023.0,0.8344889,386.6323736080878,16.749,426,1636,1267,11.0,188
1014.0,0.82874995,386.6323736080878,16.749,426,1636,1267,11.0,188
1018.0,0.76148224,386.6323736080878,16.749,426,1636,1267,11.0,188
1466.0,0.70356274,919.5192800747149,16.749,426,1636,1267,11.0,188
675.5,0.92575485,881.9411959481545,16.749,426,1636,1267,11.0,188
630.0,0.96657115,881.9411959481545,16.749,426,1636,1267,11.0,188
1196.0,0.659647,881.9411959481545,16.749,426,1636,1267,11.0,188
472.0,0.86015004,568.6338159394122,16.749,426,1636,1267,11.0,188
696.0,0.59632534,643.430858529647,16.749,426,1636,1267,11.0,188
1185.0,0.6449548,643.430858529647,16.749,426,1636,1267,11.0,188
1238.0,0.57416,643.430858529647,16.749,426,1636,1267,11.0,188
1189.0,0.6399811,643.430858529647,16.749,426,1636,1267,11.0,188
1090.0,0.7275393,670.7539497300213,16.749,426,1636,1267,11.0,188
1528.0,0.707406,627.7751696325851,16.749,426,1636,1267,11.0,188
900.5,0.84277976,627.7751696325851,16.749,426,1636,1267,11.0,188
480.0,0.99867636,50.55671854752049,16.749,426,1636,1267,11.0,188
565.5,0.99041694,50.55671854752049,16.749,426,1636,1267,11.0,188
573.0,0.99341637,50.55671854752049,16.749,426,1636,1267,11.0,188
600.0,0.96613693,50.55671854752049,16.749,426,1636,1267,11.0,188
728.0,0.8627752,50.55671854752049,16.749,426,1636,1267,11.0,188
551.0,0.95758456,881.9411959481545,16.749,426,1636,1267,11.0,188
594.0,0.91396606,881.9411959481545,16.749,426,1636,1267,11.0,188
480.0,1.0,36.17747743127609,16.749,426,1636,1267,11.0,188
1208.0,0.59869486,766.6335519108328,16.749,426,1636,1267,11.0,188
1045.0,0.70800537,766.6335519108328,16.749,426,1636,1267,11.0,188
1058.0,0.64134085,766.6335519108328,16.749,426,1636,1267,11.0,188
1051.0,0.75176084,766.6335519108328,16.749,426,1636,1267,11.0,188
1369.0,0.9776804,196.50039123906316,16.749,426,1636,1267,11.0,188
1002.0,0.78344285,475.6757907978948,16.749,426,1636,1267,11.0,188
1503.0,0.750585,475.6757907978948,16.749,426,1636,1267,11.0,188
493.0,0.99703276,881.9411959481545,16.749,426,1636,1267,11.0,188
474.0,0.9990367,881.9411959481545,16.749,426,1636,1267,11.0,188
497.0,0.9741736,881.9411959481545,16.749,426,1636,1267,11.0,188
474.0,0.9991851,881.9411959481545,16.749,426,1636,1267,11.0,188
1197.0,0.61911505,951.1331382305896,16.749,426,1636,1267,11.0,188
1200.0,0.63380045,951.1331382305896,16.749,426,1636,1267,11.0,188
1161.0,0.59423584,951.1331382305896,16.749,426,1636,1267,11.0,188
1193.0,0.48587272,951.1331382305896,16.749,426,1636,1267,11.0,188
932.0,0.9494468,166.8900536232115,16.749,426,1636,1267,11.0,188
951.0,0.94080764,166.8900536232115,16.749,426,1636,1267,11.0,188
956.0,0.92703754,166.8900536232115,16.749,426,1636,1267,11.0,188
932.0,0.9497998,166.8900536232115,16.749,426,1636,1267,11.0,188
1105.0,0.7868177,979.1461032471148,16.749,426,1636,1267,11.0,188
1126.0,0.6866658,979.1461032471148,16.749,426,1636,1267,11.0,188
1463.0,0.87807626,934.1835032388836,16.749,426,1636,1267,11.0,188
1269.0,0.5266614,934.1835032388836,16.749,426,1636,1267,11.0,188
1004.0,0.8275899,349.53800152857696,16.749,426,1636,1267,11.0,188
996.0,0.870062,349.53800152857696,16.749,426,1636,1267,11.0,188
